machine_code,unit_number,data_date,sampled_at_jst,original_slump_value,chained_slump_value,hours_from_origin,is_day_start
M0001,3075,2026-08-13,2026-08-13T22:40:21+09:00,6400,7700,35.4875,0
M0001,3075,2026-08-14,2026-08-14T10:54:41+09:00,-200,7700,35.4875,1
M0001,3075,2026-08-14,2026-08-14T11:29:45+09:00,-900,7000,36.0719,0
M0001,3075,2026-08-14,2026-08-14T12:04:15+09:00,-1400,6500,36.6469,0
M0001,3075,2026-08-14,2026-08-14T12:37:28+09:00,-2000,5900,37.2006,0
M0001,3075,2026-08-14,2026-08-14T13:06:37+09:00,-2700,5200,37.6864,0
M0001,3075,2026-08-14,2026-08-14T13:35:02+09:00,-2500,5400,38.1600,0
M0001,3075,2026-08-14,2026-08-14T14:10:37+09:00,-3700,4200,38.7531,0
M0001,3075,2026-08-14,2026-08-14T14:55:41+09:00,-3500,4400,39.5042,0
M0001,3075,2026-08-14,2026-08-14T15:31:41+09:00,-3200,4700,40.1042,0
M0001,3075,2026-08-14,2026-08-14T16:41:57+09:00,-3700,4200,41.2753,0
M0001,3075,2026-08-14,2026-08-14T17:30:37+09:00,-4400,3500,42.0864,0
M0001,3075,2026-08-14,2026-08-14T18:07:43+09:00,-4600,3300,42.7047,0
M0001,3075,2026-08-14,2026-08-14T18:43:04+09:00,-3800,4100,43.2939,0
M0001,3075,2026-08-14,2026-08-14T19:31:33+09:00,-3300,4600,44.1019,0
M0001,3075,2026-08-14,2026-08-14T20:09:17+09:00,-3900,4000,44.7308,0
M0001,3075,2026-08-14,2026-08-14T20:55:41+09:00,-3800,4100,45.5042,0
M0001,3075,2026-08-14,2026-08-14T21:33:02+09:00,-4000,3900,46.1267,0
M0001,3075,2026-08-14,2026-08-14T22:11:45+09:00,-3500,4400,46.7719,0
M0001,3075,2026-08-15,2026-08-15T10:54:13+09:00,-100,4400,46.7719,1
M0001,3075,2026-08-15,2026-08-15T11:29:09+09:00,-600,3900,47.3542,0
M0001,3075,2026-08-15,2026-08-15T12:03:27+09:00,-800,3700,47.9258,0
M0001,3075,2026-08-15,2026-08-15T12:36:37+09:00,-400,4100,48.4786,0
M0001,3075,2026-08-15,2026-08-15T13:08:49+09:00,-1300,3200,49.0153,0
M0001,3075,2026-08-15,2026-08-15T14:01:55+09:00,-1400,3100,49.9003,0
M0001,3075,2026-08-15,2026-08-15T14:36:09+09:00,-1300,3200,50.4708,0
M0001,3075,2026-08-15,2026-08-15T15:11:53+09:00,-1800,2700,51.0664,0
M0001,3075,2026-08-15,2026-08-15T15:58:43+09:00,-2300,2200,51.8469,0
M0001,3075,2026-08-15,2026-08-15T16:34:01+09:00,-2900,1600,52.4353,0
M0001,3075,2026-08-15,2026-08-15T17:11:17+09:00,-3200,1300,53.0564,0
M0001,3075,2026-08-15,2026-08-15T17:58:39+09:00,-3600,900,53.8458,0
M0001,3075,2026-08-15,2026-08-15T18:35:13+09:00,-4400,100,54.4553,0
M0001,3075,2026-08-15,2026-08-15T19:12:53+09:00,-5000,-500,55.0831,0
M0001,3075,2026-08-15,2026-08-15T20:01:19+09:00,-5700,-1200,55.8903,0
M0001,3075,2026-08-15,2026-08-15T20:38:25+09:00,-5600,-1100,56.5086,0
M0001,3075,2026-08-15,2026-08-15T21:25:49+09:00,-5800,-1300,57.2986,0
M0001,3075,2026-08-15,2026-08-15T22:04:23+09:00,-4600,-100,57.9414,0
M0001,3075,2026-08-15,2026-08-15T22:41:53+09:00,-4200,300,58.5664,0
M0001,3075,2026-08-16,2026-08-16T10:53:41+09:00,-100,300,58.5664,1
M0001,3075,2026-08-16,2026-08-16T11:28:27+09:00,500,900,59.1458,0
M0001,3075,2026-08-16,2026-08-16T12:35:49+09:00,-100,300,60.2686,0
M0001,3075,2026-08-16,2026-08-16T14:09:21+09:00,-200,200,61.8275,0
M0001,3075,2026-08-16,2026-08-16T14:51:21+09:00,-800,-400,62.5275,0
M0001,3075,2026-08-16,2026-08-16T15:29:10+09:00,-1400,-1000,63.1578,0
M0001,3075,2026-08-16,2026-08-16T16:05:23+09:00,-1800,-1400,63.7614,0
M0001,3075,2026-08-16,2026-08-16T16:39:55+09:00,-1300,-900,64.3369,0
M0001,3075,2026-08-16,2026-08-16T17:30:17+09:00,400,800,65.1764,0
M0001,3075,2026-08-16,2026-08-16T18:07:35+09:00,900,1300,65.7981,0
M0001,3075,2026-08-16,2026-08-16T18:38:25+09:00,1300,1700,66.3119,0
M0001,3075,2026-08-16,2026-08-16T19:40:19+09:00,3600,4000,67.3436,0
M0001,3075,2026-08-16,2026-08-16T20:25:39+09:00,3100,3500,68.0992,0
M0001,3075,2026-08-16,2026-08-16T21:04:51+09:00,3800,4200,68.7525,0
M0001,3075,2026-08-17,2026-08-17T10:52:31+09:00,0,4200,68.7525,1
M0001,3075,2026-08-17,2026-08-17T11:28:29+09:00,-500,3700,69.3519,0
M0001,3075,2026-08-17,2026-08-17T12:02:23+09:00,0,4200,69.9169,0
M0001,3075,2026-08-17,2026-08-17T12:34:35+09:00,-200,4000,70.4536,0
M0001,3075,2026-08-17,2026-08-17T13:07:15+09:00,-1000,3200,70.9981,0
M0001,3075,2026-08-17,2026-08-17T13:35:21+09:00,-1100,3100,71.4664,0
M0001,3075,2026-08-17,2026-08-17T14:03:11+09:00,-1200,3000,71.9303,0
M0001,3075,2026-08-17,2026-08-17T14:36:43+09:00,-600,3600,72.4892,0
M0001,3075,2026-08-17,2026-08-17T15:59:33+09:00,-800,3400,73.8697,0
M0001,3075,2026-08-17,2026-08-17T17:09:07+09:00,-1000,3200,75.0292,0
M0001,3075,2026-08-17,2026-08-17T18:33:03+09:00,-1200,3000,76.4281,0
M0001,3075,2026-08-17,2026-08-17T19:09:23+09:00,-1500,2700,77.0336,0
M0001,3075,2026-08-17,2026-08-17T19:59:55+09:00,-1600,2600,77.8758,0
M0001,3075,2026-08-17,2026-08-17T20:35:21+09:00,100,4300,78.4664,0
M0001,3075,2026-08-17,2026-08-17T21:13:05+09:00,700,4900,79.0953,0
M0001,3075,2026-08-17,2026-08-17T21:59:13+09:00,1400,5600,79.8642,0
M0001,3075,2026-08-17,2026-08-17T22:34:49+09:00,1000,5200,80.4575,0
M0001,3075,2026-08-18,2026-08-18T10:52:51+09:00,200,5200,80.4575,1
M0001,3075,2026-08-18,2026-08-18T11:28:45+09:00,-100,4900,81.0558,0
M0001,3075,2026-08-18,2026-08-18T12:02:47+09:00,-800,4200,81.6231,0
M0001,3075,2026-08-18,2026-08-18T12:35:21+09:00,100,5100,82.1658,0
M0001,3075,2026-08-18,2026-08-18T14:04:28+09:00,-300,4700,83.6511,0
M0001,3075,2026-08-18,2026-08-18T14:37:28+09:00,-200,4800,84.2011,0
M0001,3075,2026-08-18,2026-08-18T15:11:53+09:00,-1400,3600,84.7747,0
M0001,3075,2026-08-18,2026-08-18T15:59:35+09:00,200,5200,85.5697,0
M0001,3075,2026-08-18,2026-08-18T16:33:08+09:00,-300,4700,86.1289,0
M0001,3075,2026-08-18,2026-08-18T17:08:27+09:00,400,5400,86.7175,0
M0001,3075,2026-08-18,2026-08-18T17:59:01+09:00,2000,7000,87.5603,0
M0001,3075,2026-08-18,2026-08-18T18:33:31+09:00,1700,6700,88.1353,0
M0001,3075,2026-08-18,2026-08-18T19:09:25+09:00,2100,7100,88.7336,0
M0001,3075,2026-08-18,2026-08-18T19:59:53+09:00,1400,6400,89.5747,0
M0001,3075,2026-08-18,2026-08-18T20:35:25+09:00,2300,7300,90.1669,0
M0001,3075,2026-08-18,2026-08-18T21:11:41+09:00,2200,7200,90.7714,0
M0001,3075,2026-08-18,2026-08-18T21:57:39+09:00,2000,7000,91.5375,0
M0001,3075,2026-08-18,2026-08-18T22:33:27+09:00,2100,7100,92.1342,0
M0001,3075,2026-08-18,2026-08-18T23:10:31+09:00,1900,6900,92.7519,0
M0001,3075,2026-08-19,2026-08-19T10:53:31+09:00,-300,6900,92.7519,1
M0001,3075,2026-08-19,2026-08-19T12:02:25+09:00,-600,6600,93.9003,0
M0001,3075,2026-08-19,2026-08-19T12:35:06+09:00,-1200,6000,94.4450,0
M0001,3075,2026-08-19,2026-08-19T13:06:21+09:00,-1000,6200,94.9658,0
M0001,3075,2026-08-19,2026-08-19T19:28:55+09:00,-1800,5400,101.3419,0
M0001,3075,2026-08-19,2026-08-19T20:05:19+09:00,-2400,4800,101.9486,0
M0001,3075,2026-08-19,2026-08-19T20:39:17+09:00,-1800,5400,102.5147,0
M0001,3075,2026-08-19,2026-08-19T21:30:39+09:00,-2500,4700,103.3708,0
M0001,3075,2026-08-19,2026-08-19T22:07:17+09:00,-900,6300,103.9814,0
M0001,3075,2026-08-19,2026-08-19T22:43:08+09:00,-200,7000,104.5789,0
M0001,3075,2026-08-20,2026-08-20T10:52:57+09:00,-200,7000,104.5789,1
M0001,3075,2026-08-20,2026-08-20T11:28:53+09:00,-900,6300,105.1778,0
M0001,3075,2026-08-20,2026-08-20T12:02:37+09:00,-1400,5800,105.7400,0
M0001,3075,2026-08-20,2026-08-20T12:35:01+09:00,-2000,5200,106.2800,0
M0001,3075,2026-08-20,2026-08-20T13:07:39+09:00,-1900,5300,106.8239,0
M0001,3075,2026-08-20,2026-08-20T14:02:59+09:00,-2500,4700,107.7461,0
M0001,3075,2026-08-20,2026-08-20T14:35:37+09:00,-2300,4900,108.2900,0
M0001,3075,2026-08-20,2026-08-20T17:42:01+09:00,-2800,4400,111.3967,0
M0001,3075,2026-08-20,2026-08-20T18:28:21+09:00,-2900,4300,112.1689,0
M0001,3075,2026-08-20,2026-08-20T19:04:37+09:00,-3400,3800,112.7733,0
M0001,3075,2026-08-20,2026-08-20T19:39:23+09:00,-2600,4600,113.3528,0
M0001,3075,2026-08-22,2026-08-22T10:54:29+09:00,-100,4600,113.3528,1
M0001,3075,2026-08-22,2026-08-22T11:28:57+09:00,-600,4100,113.9272,0
M0001,3075,2026-08-22,2026-08-22T12:03:41+09:00,-900,3800,114.5061,0
M0001,3075,2026-08-22,2026-08-22T12:36:35+09:00,-800,3900,115.0544,0
M0001,3075,2026-08-22,2026-08-22T13:08:43+09:00,-400,4300,115.5900,0
M0001,3075,2026-08-22,2026-08-22T14:05:49+09:00,600,5300,116.5417,0
M0001,3075,2026-08-22,2026-08-22T14:40:51+09:00,100,4800,117.1256,0
M0001,3075,2026-08-22,2026-08-22T15:30:07+09:00,-700,4000,117.9467,0
M0001,3075,2026-08-22,2026-08-22T16:07:19+09:00,-300,4400,118.5667,0
M0001,3075,2026-08-22,2026-08-22T16:43:29+09:00,900,5600,119.1694,0
M0001,3075,2026-08-22,2026-08-22T17:31:13+09:00,200,4900,119.9650,0
M0001,3075,2026-08-22,2026-08-22T18:09:45+09:00,400,5100,120.6072,0
M0001,3075,2026-08-22,2026-08-22T18:55:39+09:00,2300,7000,121.3722,0
M0001,3075,2026-08-22,2026-08-22T20:12:13+09:00,2500,7200,122.6483,0
M0001,3075,2026-08-22,2026-08-22T21:01:31+09:00,2300,7000,123.4700,0
M0001,3075,2026-08-22,2026-08-22T21:39:25+09:00,1800,6500,124.1017,0
M0001,3075,2026-08-22,2026-08-22T22:28:43+09:00,2100,6800,124.9233,0
M0001,3075,2026-08-23,2026-08-23T10:53:53+09:00,-200,6800,124.9233,1
M0001,3075,2026-08-23,2026-08-23T11:29:03+09:00,0,7000,125.5094,0
M0001,3075,2026-08-23,2026-08-23T12:03:35+09:00,-700,6300,126.0850,0
M0001,3075,2026-08-23,2026-08-23T12:36:41+09:00,-300,6700,126.6367,0
M0001,3075,2026-08-23,2026-08-23T13:07:01+09:00,-1000,6000,127.1422,0
M0001,3075,2026-08-23,2026-08-23T13:35:29+09:00,-300,6700,127.6167,0
M0001,3075,2026-08-23,2026-08-23T14:10:53+09:00,-700,6300,128.2067,0
M0001,3075,2026-08-23,2026-08-23T14:54:04+09:00,-1100,5900,128.9264,0
M0001,3075,2026-08-23,2026-08-23T15:31:31+09:00,400,7400,129.5506,0
M0001,3075,2026-08-23,2026-08-23T16:08:15+09:00,500,7500,130.1628,0
M0001,3075,2026-08-23,2026-08-23T16:54:35+09:00,700,7700,130.9350,0
M0001,3075,2026-08-23,2026-08-23T17:31:47+09:00,400,7400,131.5550,0
M0001,3075,2026-08-23,2026-08-23T18:09:27+09:00,-400,6600,132.1828,0
M0001,3075,2026-08-23,2026-08-23T18:55:58+09:00,100,7100,132.9581,0
M0001,3075,2026-08-23,2026-08-23T20:12:39+09:00,0,7000,134.2361,0
M0001,3075,2026-08-23,2026-08-23T21:01:31+09:00,-700,6300,135.0506,0
M0001,3075,2026-08-23,2026-08-23T21:39:29+09:00,-400,6600,135.6833,0
M0001,3075,2026-08-24,2026-08-24T10:54:29+09:00,-100,6600,135.6833,1
M0001,3075,2026-08-24,2026-08-24T11:29:08+09:00,-800,5900,136.2608,0
M0001,3075,2026-08-24,2026-08-24T12:03:33+09:00,-1200,5500,136.8344,0
M0001,3075,2026-08-24,2026-08-24T12:36:23+09:00,-1400,5300,137.3817,0
M0001,3075,2026-08-24,2026-08-24T13:10:11+09:00,2700,9400,137.9450,0
M0001,3075,2026-08-24,2026-08-24T13:57:31+09:00,2300,9000,138.7339,0
M0001,3075,2026-08-24,2026-08-24T14:31:29+09:00,2000,8700,139.3000,0
M0001,3075,2026-08-24,2026-08-24T15:06:59+09:00,1900,8600,139.8917,0
M0001,3075,2026-08-24,2026-08-24T15:35:54+09:00,1700,8400,140.3736,0
M0001,3075,2026-08-24,2026-08-24T16:05:39+09:00,1200,7900,140.8694,0
M0001,3075,2026-08-24,2026-08-24T16:40:02+09:00,200,6900,141.4425,0
M0001,3075,2026-08-24,2026-08-24T17:23:02+09:00,300,7000,142.1592,0
M0001,3075,2026-08-24,2026-08-24T18:02:01+09:00,200,6900,142.8089,0
M0001,3075,2026-08-24,2026-08-24T18:37:29+09:00,-300,6400,143.4000,0
M0001,3075,2026-08-24,2026-08-24T19:13:25+09:00,200,6900,143.9989,0
M0001,3075,2026-08-24,2026-08-24T20:00:37+09:00,0,6700,144.7856,0
M0001,3075,2026-08-24,2026-08-24T20:36:01+09:00,-500,6200,145.3756,0
M0001,3075,2026-08-24,2026-08-24T21:13:01+09:00,-600,6100,145.9922,0
M0001,3075,2026-08-24,2026-08-24T21:58:51+09:00,400,7100,146.7561,0
M0001,3075,2026-08-25,2026-08-25T10:53:53+09:00,-200,7100,146.7561,1
M0001,3075,2026-08-25,2026-08-25T11:29:03+09:00,-800,6500,147.3422,0
M0001,3075,2026-08-25,2026-08-25T12:03:47+09:00,-300,7000,147.9211,0
M0001,3075,2026-08-25,2026-08-25T12:36:43+09:00,-100,7200,148.4700,0
M0001,3075,2026-08-25,2026-08-25T13:06:33+09:00,-300,7000,148.9672,0
M0001,3075,2026-08-25,2026-08-25T13:34:33+09:00,-100,7200,149.4339,0
M0001,3075,2026-08-25,2026-08-25T14:09:29+09:00,200,7500,150.0161,0
M0001,3075,2026-08-25,2026-08-25T14:50:35+09:00,-300,7000,150.7011,0
M0001,3075,2026-08-25,2026-08-25T15:27:09+09:00,0,7300,151.3106,0
M0001,3075,2026-08-25,2026-08-25T16:03:02+09:00,400,7700,151.9086,0
M0001,3075,2026-08-25,2026-08-25T16:37:33+09:00,-100,7200,152.4839,0
M0001,3075,2026-08-25,2026-08-25T17:30:51+09:00,-600,6700,153.3722,0
M0001,3075,2026-08-25,2026-08-25T18:07:23+09:00,-200,7100,153.9811,0
M0001,3075,2026-08-25,2026-08-25T18:42:17+09:00,1100,8400,154.5628,0
M0001,3075,2026-08-25,2026-08-25T19:28:31+09:00,600,7900,155.3333,0
M0001,3075,2026-08-25,2026-08-25T20:05:21+09:00,1200,8500,155.9472,0
M0001,3075,2026-08-25,2026-08-25T20:40:03+09:00,1000,8300,156.5256,0
M0001,3075,2026-08-25,2026-08-25T21:28:25+09:00,600,7900,157.3317,0
M0001,3075,2026-08-25,2026-08-25T22:05:51+09:00,0,7300,157.9556,0
M0001,3075,2026-08-25,2026-08-25T22:39:15+09:00,1200,8500,158.5122,0
M0001,3075,2026-08-26,2026-08-26T10:53:07+09:00,100,8500,158.5122,1
M0001,3075,2026-08-26,2026-08-26T11:28:33+09:00,-600,7800,159.1028,0
M0001,3075,2026-08-26,2026-08-26T15:12:25+09:00,-900,7500,162.8339,0
M0001,3075,2026-08-26,2026-08-26T15:57:47+09:00,-1400,7000,163.5900,0
M0001,3075,2026-08-26,2026-08-26T16:31:31+09:00,-2000,6400,164.1522,0
M0001,3075,2026-08-26,2026-08-26T17:07:27+09:00,-200,8200,164.7511,0
M0001,3075,2026-08-26,2026-08-26T17:35:49+09:00,1100,9500,165.2239,0
M0001,3075,2026-08-26,2026-08-26T18:38:31+09:00,1500,9900,166.2689,0
M0001,3075,2026-08-26,2026-08-26T20:01:09+09:00,1200,9600,167.6461,0
M0001,3075,2026-08-26,2026-08-26T20:36:21+09:00,700,9100,168.2328,0
M0001,3075,2026-08-26,2026-08-26T21:13:13+09:00,1000,9400,168.8472,0
M0001,3075,2026-08-26,2026-08-26T22:00:53+09:00,400,8800,169.6417,0
M0001,3075,2026-08-26,2026-08-26T22:36:49+09:00,-100,8300,170.2406,0
M0001,3075,2026-08-26,2026-08-26T23:12:01+09:00,700,9100,170.8272,0
M0001,3075,2026-08-27,2026-08-27T10:54:19+09:00,0,9100,170.8272,1
M0001,3075,2026-08-27,2026-08-27T11:28:53+09:00,-400,8700,171.4033,0
M0001,3075,2026-08-27,2026-08-27T12:03:19+09:00,0,9100,171.9772,0
M0001,3075,2026-08-27,2026-08-27T12:36:15+09:00,-400,8700,172.5261,0
M0001,3075,2026-08-27,2026-08-27T13:07:43+09:00,-1200,7900,173.0506,0
M0001,3075,2026-08-27,2026-08-27T17:04:59+09:00,-1800,7300,177.0050,0
M0001,3075,2026-08-27,2026-08-27T17:33:23+09:00,-1300,7800,177.4783,0
M0001,3075,2026-08-27,2026-08-27T18:09:51+09:00,-1500,7600,178.0861,0
M0001,3075,2026-08-27,2026-08-27T18:53:03+09:00,-1600,7500,178.8061,0
M0001,3075,2026-08-27,2026-08-27T19:30:47+09:00,-1800,7300,179.4350,0
M0001,3075,2026-08-27,2026-08-27T20:08:01+09:00,-2500,6600,180.0556,0
M0001,3075,2026-08-27,2026-08-27T20:44:41+09:00,-2800,6300,180.6667,0
M0001,3075,2026-08-27,2026-08-27T22:09:51+09:00,-3400,5700,182.0861,0
M0001,3075,2026-08-28,2026-08-28T10:54:45+09:00,-100,5700,182.0861,1
M0001,3075,2026-08-28,2026-08-28T11:29:35+09:00,-600,5200,182.6667,0
M0001,3075,2026-08-28,2026-08-28T12:04:21+09:00,0,5800,183.2461,0
M0001,3075,2026-08-28,2026-08-28T14:09:41+09:00,-300,5500,185.3350,0
M0001,3075,2026-08-28,2026-08-28T14:51:34+09:00,-800,5000,186.0331,0
M0001,3075,2026-08-28,2026-08-28T16:03:29+09:00,-700,5100,187.2317,0
M0001,3075,2026-08-28,2026-08-28T16:38:15+09:00,-1100,4700,187.8111,0
M0001,3075,2026-08-28,2026-08-28T17:29:15+09:00,-300,5500,188.6611,0
M0001,3075,2026-08-28,2026-08-28T18:05:37+09:00,-400,5400,189.2672,0
M0001,3075,2026-08-28,2026-08-28T19:37:02+09:00,-900,4900,190.7908,0
M0001,3075,2026-08-28,2026-08-28T20:14:11+09:00,-1600,4200,191.4100,0
M0001,3075,2026-08-28,2026-08-28T21:00:55+09:00,-1300,4500,192.1889,0
M0001,3075,2026-08-28,2026-08-28T21:36:25+09:00,-2000,3800,192.7806,0
M0001,3075,2026-08-29,2026-08-29T10:54:15+09:00,-100,3800,192.7806,1
M0001,3075,2026-08-29,2026-08-29T11:29:35+09:00,900,4800,193.3694,0
M0001,3075,2026-08-29,2026-08-29T12:04:02+09:00,200,4100,193.9436,0
M0001,3075,2026-08-29,2026-08-29T12:37:17+09:00,100,4000,194.4978,0
M0001,3075,2026-08-29,2026-08-29T13:08:43+09:00,-700,3200,195.0217,0
M0001,3075,2026-08-29,2026-08-29T14:08:01+09:00,-1100,2800,196.0100,0
M0001,3075,2026-08-29,2026-08-29T14:42:31+09:00,-1400,2500,196.5850,0
M0001,3075,2026-08-29,2026-08-29T15:28:43+09:00,-1600,2300,197.3550,0
M0001,3075,2026-08-29,2026-08-29T16:05:41+09:00,-200,3700,197.9711,0
M0001,3075,2026-08-29,2026-08-29T17:36:27+09:00,-100,3800,199.4839,0
M0001,3075,2026-08-29,2026-08-29T18:13:47+09:00,600,4500,200.1061,0
M0001,3075,2026-08-29,2026-08-29T19:01:11+09:00,-100,3800,200.8961,0
M0001,3075,2026-08-29,2026-08-29T19:38:11+09:00,-1200,2700,201.5128,0
M0001,3075,2026-08-29,2026-08-29T20:25:59+09:00,-1100,2800,202.3094,0
M0001,3075,2026-08-29,2026-08-29T21:05:49+09:00,-1400,2500,202.9733,0
M0001,3075,2026-08-29,2026-08-29T21:43:07+09:00,-2600,1300,203.5950,0
M0001,3075,2026-08-29,2026-08-29T22:32:31+09:00,-2700,1200,204.4183,0
M0002,3076,2026-08-11,2026-08-11T10:53:13+09:00,-100,-100,0.0000,1
M0002,3076,2026-08-11,2026-08-11T11:28:39+09:00,-800,-800,0.5906,0
M0002,3076,2026-08-11,2026-08-11T12:36:02+09:00,-1100,-1100,1.7136,0
M0002,3076,2026-08-11,2026-08-11T13:06:25+09:00,-1900,-1900,2.2200,0
M0002,3076,2026-08-11,2026-08-11T13:34:33+09:00,-2400,-2400,2.6889,0
M0002,3076,2026-08-11,2026-08-11T14:09:42+09:00,-3400,-3400,3.2747,0
M0002,3076,2026-08-11,2026-08-11T14:50:37+09:00,-2800,-2800,3.9567,0
M0002,3076,2026-08-11,2026-08-11T15:29:09+09:00,-3200,-3200,4.5989,0
M0002,3076,2026-08-11,2026-08-11T16:05:23+09:00,-3300,-3300,5.2028,0
M0002,3076,2026-08-11,2026-08-11T16:40:17+09:00,-3000,-3000,5.7844,0
M0002,3076,2026-08-11,2026-08-11T17:28:47+09:00,-3600,-3600,6.5928,0
M0002,3076,2026-08-11,2026-08-11T18:06:29+09:00,-3800,-3800,7.2211,0
M0002,3076,2026-08-11,2026-08-11T18:41:47+09:00,-4000,-4000,7.8094,0
M0002,3076,2026-08-11,2026-08-11T19:30:51+09:00,-4400,-4400,8.6272,0
M0002,3076,2026-08-11,2026-08-11T20:08:57+09:00,-4200,-4200,9.2622,0
M0002,3076,2026-08-12,2026-08-12T10:53:47+09:00,-200,-4200,9.2622,1
M0002,3076,2026-08-12,2026-08-12T11:28:45+09:00,-1000,-5000,9.8450,0
M0002,3076,2026-08-12,2026-08-12T15:31:45+09:00,-1500,-5500,13.8950,0
M0002,3076,2026-08-12,2026-08-12T16:07:57+09:00,-2300,-6300,14.4983,0
M0002,3076,2026-08-12,2026-08-12T16:35:17+09:00,-1900,-5900,14.9539,0
M0002,3076,2026-08-13,2026-08-13T10:54:54+09:00,-100,-5900,14.9539,1
M0002,3076,2026-08-13,2026-08-13T11:29:13+09:00,-700,-6500,15.5258,0
M0002,3076,2026-08-13,2026-08-13T12:03:39+09:00,-1100,-6900,16.0997,0
M0002,3076,2026-08-13,2026-08-13T12:36:57+09:00,-400,-6200,16.6547,0
M0002,3076,2026-08-13,2026-08-13T13:09:39+09:00,2400,-3400,17.1997,0
M0002,3076,2026-08-13,2026-08-13T14:00:59+09:00,3200,-2600,18.0553,0
